Component ID,Asset ID,Flota,Location,Component Profile,Lubricant,Connection Code,Observation Type,Observation Date,Observation Code,Meter Reading,All Time Meter Reading,Component Age,Observation Interval,days,Observation Rating,Rule Based Rating,Lube Age,Live,Lube Drained,Added,Assigned Condition Rating,Condition Review Notes,Further Recommendations,Fault Effect,Reviewed,Reviewer,Action Summary,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),SILICATOS (ppm),Agua (%),Dilución por combustible (%),Hollín JOAP (Abs/cm),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Bario (ppm),Cadmio (ppm),Cobre (ppm),Cromo (ppm),Estaño (ppm),Hierro (ppm),Niquel (ppm),Partículas Ferrosas (ppm),Plomo (ppm),Color del Refrigerante,Glycerin (%),Nitrito (ppm),PUNTO DE EBULLICION (°C),Sólidos Totales Disueltos (ppm),Turbidez (NTU),pH,Titanio (ppm),Vanadio (ppm)
Component_ID_2,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_1,Fluid Analysis,2024-08-19,Observation_Code_104,78338.2,86469.44,14771.62,593.0,38.0,Normal,Critical,,14771.62,No,0,Critical,"Motor con incremento en los niveles de Hollin , condicion se correlaciona con incremento en los niveles de Hierro y plomo , Se recomienda evaluar  la condicion del Motor  por Hollin ",Acciones:     1. Cambiar  Aceite motor  Por incrmento en los nivels de Hollin   2.Cambiar los filtros de aceite Motor.   3.Cambiar los  filtros de admision de aire   4.Inspeccionar turbos de Motor por posible paso de acieite (Indicions de alta restriccion)  5.Realizar Corte de Inyevtores   6.Descargue los datos de EGT de Motor y evalue los puestos con mayor o menor temperatura ,Abnormal Combustion,2024-08-26 10:50:11,Reviewer_1,Action: Inspeccionar si hay fuentes de alto Nivel Hollin (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Completed  Completion Notes on 2024-08-26 16:38:35 by cerrejon_web_service:      ,53.73,2016.0,1533.0,1214.0,336.42,65.29,,0.0,0.0,34.0,8.0,18.0,3.89,3.99,22.0,15.393,,,,1.07,,,1.71,0.42,0.0,20.06,,,5.29,,,,,,,,,
Component_ID_54,Asset_ID_42,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_63,Fluid Analysis,2024-08-19,Observation_Code_4102,27943.89,49301.24,11338.61,247.1,12.0,Normal,Warning,,11338.61,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-26 08:33:19,Reviewer_1,,100.89,1806.0,,,324.27,67.53,,0.0,0.0,7.0,5.0,15.0,3.77,3.68,19.0,15.204,,,,0.53,,,0.22,0.46,,3.54,,,0.0,,,,,,,,,
Component_ID_52,Asset_ID_40,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_60,Fluid Analysis,2024-08-18,Observation_Code_3858,36061.18,75745.81,9544.86,278.5,16.0,Normal,Warning,,9544.86,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-26 08:33:19,Reviewer_1,,90.72,1844.0,,,366.35,65.76,,0.0,0.0,5.0,5.0,14.0,2.7,2.27,19.0,15.129,,,,0.66,,,0.14,0.2,,1.99,,,0.46,,,,,,,,,
Component_ID_32,Asset_ID_20,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_36,Fluid Analysis,2024-08-18,Observation_Code_2555,28517.87,28690.85,14816.49,222.8,18.0,Normal,Critical,,14816.49,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando.",,No Fault Identified,2024-08-26 12:56:29,Reviewer_8,,66.69,1950.0,,,364.0,61.57,,0.0,0.0,7.0,6.0,16.0,4.32,2.5,20.0,14.571,,,,0.71,,,0.25,0.21,0.57,3.17,,1.0,0.21,,,,,,,,,
Component_ID_35,Asset_ID_23,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_39,Fluid Analysis,2024-08-18,Observation_Code_2885,23729.24,23799.6,369.3,206.8,16.0,Normal,Critical,,369.3,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-26 18:42:39,Reviewer_8,,83.27,1825.0,,,360.31,63.43,,0.0,0.0,6.0,5.0,15.0,2.92,2.24,19.0,14.546,,,,0.75,,,0.85,0.16,1.08,2.38,,0.0,0.07,,,,,,,,,
Component_ID_38,Asset_ID_26,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_42,Fluid Analysis,2024-08-18,Observation_Code_3104,16788.24,16840.64,4223.89,542.6,36.0,Normal,Unrated,,4223.89,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-26 18:43:40,Reviewer_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Component_ID_57,Asset_ID_45,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_66,Fluid Analysis,2024-08-18,Observation_Code_4288,7984.18,11552.68,7984.18,176.4,9.0,Normal,Warning,,7984.18,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-26 08:33:19,Reviewer_1,,96.15,1879.0,,,374.45,70.39,,0.0,0.0,4.0,4.0,14.0,3.36,2.37,19.0,15.005,,,,0.73,,,0.59,0.28,,3.12,,,0.0,,,,,,,,,
Component_ID_43,Asset_ID_31,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_49,Fluid Analysis,2024-08-18,Observation_Code_3239,437.8,2755.65,2755.65,0.0,3.0,Normal,Critical,,2755.65,No,0,Normal,"Predictores en rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-09-13 01:01:22,Reviewer_8,,81.86,1826.0,,,376.89,64.7,,0.0,0.0,5.0,5.0,15.0,2.9,2.17,19.0,14.353,,,,0.78,,,0.92,0.12,0.9,2.86,,0.0,0.0,,,,,,,,,
Component_ID_31,Asset_ID_19,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_35,Fluid Analysis,2024-08-17,Observation_Code_2445,60852.44,61213.84,6111.28,541.7,37.0,Normal,Warning,,6111.28,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-26 15:22:11,Reviewer_8,,77.41,1781.0,,,364.43,61.86,,0.0,0.0,9.0,5.0,15.0,2.7,2.27,19.0,14.81,,,,0.74,,,0.29,0.18,0.78,3.38,,3.0,0.0,,,,,,,,,
Component_ID_9,Asset_ID_5,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_10,Fluid Analysis,2024-08-17,Observation_Code_1094,60132.85,60623.07,17369.92,238.6,19.0,Normal,Critical,,17369.92,No,0,Warning,Evaluar Motor Diesel Lh por alto Hollin ,,Abnormal Combustion,2024-08-26 10:54:05,Reviewer_1,Action: Cambiar de aceite y filtros (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Accepted  Acceptance Notes on 2024-08-28 15:46:04 by DMartinez:      Action: Inspeccionar si hay fuentes de alto Nivel Hollin (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Accepted  Acceptance Notes on 2024-08-28 15:46:04 by DMartinez:      ,58.04,1996.0,1594.0,1218.0,384.73,60.92,,0.0,0.0,19.0,6.0,16.0,3.58,2.82,20.0,13.442,,,,1.02,,,1.09,0.26,0.44,9.4,,,0.42,,,,,,,,,
Component_ID_10,Asset_ID_5,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_9,Fluid Analysis,2024-08-17,Observation_Code_979,60132.85,60623.07,18593.55,238.6,19.0,Normal,Critical,,18593.55,No,0,Warning,Evaluar Motor Diesel por incrmento en los niveles de Hollin ,Evaluar Motor Diesel por incrmento en los niveles de Hollin ,Abnormal Combustion,2024-08-26 10:55:23,Reviewer_1,Action: Cambiar de aceite y filtros (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Accepted  Acceptance Notes on 2024-08-28 15:46:04 by DMartinez:      Action: Investigar la fuente del desgaste anormal. (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Accepted  Acceptance Notes on 2024-08-28 15:46:04 by DMartinez:      ,60.96,1906.0,1484.0,1132.0,364.12,58.61,,0.0,0.0,18.0,6.0,15.0,3.42,2.38,20.0,14.569,,,,0.86,,,0.66,0.18,0.6,5.76,,,0.0,,,,,,,,,
Component_ID_49,Asset_ID_37,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_55,Fluid Analysis,2024-08-17,Observation_Code_3502,38125.9,38125.9,5143.89,278.3,18.0,Normal,Warning,,5143.89,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-26 08:33:19,Reviewer_1,,97.14,1850.0,,,372.91,66.62,,0.0,0.0,4.0,4.0,12.0,2.65,2.24,17.0,15.138,,,,0.7,,,0.15,0.15,0.84,2.31,,,0.0,,,,,,,,,
Component_ID_43,Asset_ID_31,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_47,Fluid Analysis,2024-08-15,Observation_Code_3227,2755.65,2755.65,2755.65,138.2,9.0,Normal,Warning,,2755.65,No,0,Warning,"El predictor de dilusion de combustible marco 0.17%, teniendo en cuenta el antecedente de falla en inyector de este motor se realizara lo siguiente.    Asistente, favor abrir una OT tipo TR P1 con las siguientes recomendaciones.    1) Condición de inyectores (corte de cilindros)  2) Descarga de imágenes insite y tendencias AEM.  3) Verificación del nivel y condición del aceite con el fin de identificar posible paso de combustible.    4) Prueba de hermeticidad al sistema de admisión.  5) Identificar característica del escape del motor (humo negro en exceso, humo blanco con densidad considerable)    6) Tomar contra muestra antes del cambio de aceite.  ",,Fuel Entry,2024-08-23 10:42:12,Reviewer_8,Action: Hitachi EX3600 - Cummins QSK60 Dilucion combustibl (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Recommended      ,106.13,1799.0,,,337.12,69.8,,0.0,0.17,5.0,5.0,15.0,3.03,3.27,20.0,14.788,,,,0.42,,,0.35,0.24,0.0,2.11,,2.0,0.0,,,,,,,,,
Component_ID_36,Asset_ID_24,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_40,Fluid Analysis,2024-08-13,Observation_Code_2951,16908.06,30197.23,24587.32,13231.07,20.0,Normal,Warning,,24587.32,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-26 15:22:50,Reviewer_8,,104.18,1798.0,,,345.68,68.86,,0.0,0.0,6.0,5.0,15.0,4.08,3.07,19.0,14.977,,,,0.39,,,0.35,0.2,0.0,2.52,,0.0,0.0,,,,,,,,,
Component_ID_27,Asset_ID_15,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_31,Fluid Analysis,2024-08-12,Observation_Code_2046,79452.03,80684.06,5814.91,250.9,20.0,Normal,Warning,,5814.91,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-26 19:22:05,Reviewer_8,,134.84,1734.0,,,370.89,72.4,,0.0,0.0,3.0,4.0,14.0,6.32,3.15,19.0,15.323,,,,0.85,,,0.16,0.15,0.0,2.1,,2.0,0.0,,,,,,,,,
Component_ID_53,Asset_ID_41,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_61,Fluid Analysis,2024-08-12,Observation_Code_3977,37286.2,38137.1,8030.35,261.7,14.0,Normal,Warning,,8030.35,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-22 07:53:20,Reviewer_1,,109.77,1804.0,,,360.96,69.76,,0.0,0.0,8.0,5.0,15.0,5.59,3.71,19.0,15.344,,,,1.19,,,0.4,1.49,,6.58,,,0.0,,,,,,,,,
Component_ID_51,Asset_ID_39,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_58,Fluid Analysis,2024-08-12,Observation_Code_3737,36340.24,36340.24,18165.42,228.5,11.0,Normal,Warning,,18165.42,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-22 07:53:20,Reviewer_1,,93.65,1713.0,,,368.18,66.32,,0.0,0.0,8.0,5.0,14.0,6.03,2.94,19.0,14.811,,,,0.96,,,0.56,0.66,,6.04,,,0.0,,,,,,,,,
Component_ID_50,Asset_ID_38,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_56,Fluid Analysis,2024-08-11,Observation_Code_3613,36719.32,36725.32,7375.82,259.2,16.0,Normal,Warning,,7375.82,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-22 07:53:20,Reviewer_1,,111.07,1656.0,,,333.11,64.02,,0.0,0.0,3.0,5.0,15.0,4.87,3.75,19.0,15.447,,,,0.55,,,0.14,0.46,,2.96,,,0.0,,,,,,,,,
Component_ID_34,Asset_ID_22,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_38,Fluid Analysis,2024-08-11,Observation_Code_2776,24584.2,24768.9,15998.42,613.4,40.0,Normal,Warning,,15998.42,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-26 19:22:05,Reviewer_8,,95.51,1801.0,,,396.02,67.87,,0.0,0.0,9.0,5.0,15.0,3.48,3.07,19.0,14.682,,,,0.89,,,0.76,0.25,0.0,3.42,,0.0,0.0,,,,,,,,,
Component_ID_57,Asset_ID_45,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_66,Fluid Analysis,2024-08-09,Observation_Code_4287,7807.78,11376.28,7807.78,557.4,29.0,Normal,Warning,,7807.78,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-13 11:45:42,Reviewer_1,,76.45,1859.0,,,382.43,64.95,,0.0,0.0,5.0,5.0,15.0,1.76,2.05,19.0,14.926,,,,0.67,,,0.14,0.21,,2.16,,,0.35,,,,,,,,,
Component_ID_17,Asset_ID_9,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_22,Fluid Analysis,2024-08-09,Observation_Code_1717,6274.77,7626.37,6274.77,104.2,7.0,Normal,Critical,,6274.77,No,0,Warning,Tomar muestra de seguimiento al Motor por incrmento en los niveles de Silicio ,,Dust Entry,2024-08-26 10:52:09,Reviewer_1,Action: Tomar muestra de aceite (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Accepted  Acceptance Notes on 2024-08-28 16:05:51 by DMartinez:      ,78.44,2054.0,1571.0,1351.0,446.8,74.38,,0.0,0.0,11.0,6.0,16.0,6.29,2.56,20.0,14.519,,,,2.4,,,0.81,0.24,1.0,13.99,,,0.16,,,,,,,,,
Component_ID_18,Asset_ID_9,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_21,Fluid Analysis,2024-08-09,Observation_Code_1684,6274.77,7626.37,6274.77,104.2,7.0,Normal,Critical,,6274.77,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-13 11:45:42,Reviewer_1,,73.51,2099.0,1510.0,1314.0,414.99,68.92,,0.0,0.0,12.0,6.0,16.0,3.24,2.58,20.0,14.472,,,,1.3,,,0.21,0.24,1.02,11.15,,,0.09,,,,,,,,,
Component_ID_42,Asset_ID_30,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_46,Fluid Analysis,2024-08-09,Observation_Code_3209,3897.49,3897.49,3897.49,630.9,37.0,Normal,Critical,,3897.49,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-13 19:34:38,Reviewer_8,,80.86,1883.0,,,402.75,66.97,,0.0,0.0,6.0,6.0,16.0,2.27,2.16,20.0,14.82,,,,0.77,,,0.11,0.2,0.62,2.67,,0.0,0.0,,,,,,,,,
Component_ID_40,Asset_ID_28,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_44,Fluid Analysis,2024-08-08,Observation_Code_3160,62414.55,62414.55,62414.55,28.8,2.0,Normal,Warning,,62414.55,No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-26 19:22:05,Reviewer_8,,124.8,1673.0,,,343.7,69.87,,0.0,0.0,3.0,4.0,14.0,6.05,2.95,19.0,15.268,,,,0.65,,,0.1,0.12,0.0,1.51,,0.0,0.0,,,,,,,,,
Component_ID_41,Asset_ID_29,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_45,Fluid Analysis,2024-08-08,Observation_Code_3186,60580.9,60580.9,60580.9,177.0,11.0,Normal,Warning,,60580.9,No,0,Normal,"Todos los predictores dentro de rango, seguir monitoreando de cerca.",,No Fault Identified,2024-08-13 19:02:23,Reviewer_8,,87.22,1680.0,,,323.08,53.8,,0.0,0.0,2.0,4.0,14.0,3.66,2.55,19.0,15.386,,,,0.56,,,0.14,0.22,0.62,1.05,,0.0,0.0,,,,,,,,,
Component_ID_54,Asset_ID_42,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_63,Fluid Analysis,2024-08-07,Observation_Code_4101,27696.79,49054.14,11091.51,647.2,61.0,Normal,Warning,,11091.51,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-09 13:13:53,Reviewer_1,,67.43,1655.0,,,338.44,55.97,,0.0,0.0,7.0,5.0,15.0,2.42,2.82,19.0,15.138,,,,0.73,,,0.13,0.44,,4.22,,,0.24,,,,,,,,,
Component_ID_39,Asset_ID_27,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_43,Fluid Analysis,2024-08-07,Observation_Code_3139,7326.18,9807.28,7326.18,297.2,20.0,Normal,Critical,,7326.18,No,0,Normal,"Predictores en rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-08-08 23:38:45,Reviewer_8,,65.47,1821.0,,,362.65,58.69,,0.0,0.0,8.0,6.0,17.0,4.46,2.64,21.0,14.936,,,,0.62,,,0.13,0.18,0.61,3.02,,2.0,0.02,,,,,,,,,
Component_ID_15,Asset_ID_8,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_18,Fluid Analysis,2024-08-07,Observation_Code_1635,6977.52,8812.32,6977.52,249.5,16.0,Normal,Critical,,6977.52,No,0,Normal,Seguir Operando ,Seguir Operando ,No Fault Identified,2024-08-09 09:55:35,Reviewer_1,,54.96,1807.0,1344.0,1187.0,345.4,55.09,,0.0,0.0,11.0,6.0,16.0,2.88,2.78,20.0,14.822,,,,0.77,,,0.19,0.22,0.76,5.63,,,0.47,,,,,,,,,
Component_ID_16,Asset_ID_8,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_17,Fluid Analysis,2024-08-07,Observation_Code_1601,6977.52,8812.32,6977.52,249.5,16.0,Normal,Critical,,6977.52,No,0,Normal,Seguir Operando ,Seguir Operando ,No Fault Identified,2024-08-09 09:56:47,Reviewer_1,,54.81,1975.0,1474.0,1193.0,360.79,56.42,,0.0,0.0,12.0,6.0,16.0,2.81,3.02,21.0,14.978,,,,0.82,,,0.18,0.25,0.44,4.5,,,0.15,,,,,,,,,
Component_ID_40,Asset_ID_28,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_44,Fluid Analysis,2024-08-06,Observation_Code_3159,62385.75,62385.75,62385.75,26.3,2.0,Normal,Warning,,62385.75,No,0,Normal,"Predictores en rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-08-08 23:38:45,Reviewer_8,,90.23,1734.0,,,330.61,59.88,,0.0,0.0,3.0,4.0,14.0,3.65,2.47,18.0,15.295,,,,0.72,,,0.08,0.08,0.87,1.06,,,0.0,,,,,,,,,
Component_ID_43,Asset_ID_31,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_47,Fluid Analysis,2024-08-06,Observation_Code_3226,2617.45,2617.45,2617.45,593.5,36.0,Normal,Warning,,2617.45,No,0,Normal,Se mando a realizar prueba de hermeticidad en PM del 24 de agosto sin novedad. Tomar contra muestra.,,No Fault Identified,2024-08-26 19:35:35,Reviewer_8,,128.8,1670.0,,,342.71,68.77,,0.0,0.0,2.0,4.0,14.0,7.02,3.13,19.0,15.779,,,,0.55,,,0.08,0.17,0.0,1.37,,0.0,0.0,,,,,,,,,
Component_ID_40,Asset_ID_28,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_44,Fluid Analysis,2024-08-04,Observation_Code_3158,62359.45,62359.45,62359.45,114.9,7.0,Normal,Warning,,62359.45,No,0,Normal,"Predictores en rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-08-08 23:38:45,Reviewer_8,,103.22,1620.0,,,314.85,63.23,,0.0,0.0,4.0,4.0,14.0,4.39,2.83,18.0,14.903,,,,1.31,,,0.16,0.24,0.0,2.03,,1.0,0.0,,,,,,,,,
Component_ID_52,Asset_ID_40,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_60,Fluid Analysis,2024-08-02,Observation_Code_3857,35782.68,75467.31,9266.36,252.3,17.0,Normal,Warning,,9266.36,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-05 11:47:31,Reviewer_1,,72.91,1708.0,,,333.24,57.6,,0.0,0.0,5.0,5.0,15.0,2.18,2.36,19.0,15.152,,,,0.84,,,0.15,0.18,,1.73,,,0.0,,,,,,,,,
Component_ID_35,Asset_ID_23,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_39,Fluid Analysis,2024-08-02,Observation_Code_2884,23522.44,23592.8,162.5,17.3,1.0,Normal,Warning,,162.5,No,0,Normal,"Predictores en rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-08-08 23:38:45,Reviewer_8,,118.7,1597.0,,,327.69,68.17,,0.0,0.0,3.0,4.0,14.0,5.65,2.76,19.0,15.095,,,,1.23,,,0.59,0.23,0.0,2.29,,0.0,0.0,,,,,,,,,
Component_ID_17,Asset_ID_9,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_22,Fluid Analysis,2024-08-02,Observation_Code_1716,6170.57,7522.17,6170.57,144.8,9.0,Normal,Critical,,6170.57,No,0,Normal,Seguir Operando,Seguir Operando,No Fault Identified,2024-08-05 14:25:01,Reviewer_1,,63.45,1709.0,1296.0,1115.0,333.82,53.99,,0.0,0.0,9.0,5.0,15.0,2.72,2.44,20.0,14.53,,,,0.94,,,0.2,0.25,0.78,6.5,,,0.54,,,,,,,,,
Component_ID_18,Asset_ID_9,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_21,Fluid Analysis,2024-08-02,Observation_Code_1683,6170.57,7522.17,6170.57,144.8,9.0,Normal,Critical,,6170.57,No,0,Normal,Seguir Operando,Seguir Operando,No Fault Identified,2024-08-05 14:25:01,Reviewer_1,,62.0,1761.0,1273.0,1096.0,313.23,50.61,,0.0,0.0,10.0,5.0,15.0,2.13,2.5,20.0,14.485,,,,0.69,,,0.17,0.18,0.31,4.62,,,0.17,,,,,,,,,
Component_ID_56,Asset_ID_44,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_65,Fluid Analysis,2024-08-02,Observation_Code_4242,6574.29,6574.29,6574.29,178.5,12.0,Normal,Warning,,6574.29,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-05 11:47:31,Reviewer_1,,86.47,1615.0,,,329.41,58.94,,0.0,0.0,3.0,4.0,14.0,3.04,2.2,18.0,15.485,,,,0.94,,,0.1,0.42,,2.72,,,0.27,,,,,,,,,
Component_ID_51,Asset_ID_39,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_58,Fluid Analysis,2024-08-01,Observation_Code_3736,36111.74,36111.74,17936.92,372.8,22.0,Normal,Warning,,17936.92,No,0,Normal,"Nivel de silicio sin correlacion con metales o con aluminio , posibel contaminacion cruzada en la toma de muestra ","Nivel de silicio sin correlacion con metales o con aluminio , posibel contaminacion cruzada en la toma de muestra ",No Fault Identified,2024-08-07 09:41:18,Reviewer_1,,110.43,1659.0,,,303.72,60.98,,0.0,0.0,3.0,4.0,13.0,6.14,3.45,18.0,15.637,,,,1.11,,,0.18,0.31,,2.56,,,0.0,,,,,,,,,
Component_ID_35,Asset_ID_23,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_39,Fluid Analysis,2024-08-01,Observation_Code_2883,23505.14,23575.5,145.2,145.2,12.0,Normal,Warning,,145.2,No,0,Normal,"Predictores dentro de rango normal, seguir monitoreando de cerca.",,No Fault Identified,2024-08-08 23:42:36,Reviewer_8,,107.61,1649.0,,,308.35,60.68,,0.0,0.0,3.0,4.0,14.0,5.17,3.29,19.0,15.177,,,,1.16,,,0.53,0.27,0.0,1.98,,0.0,0.0,,,,,,,,,
Component_ID_32,Asset_ID_20,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_36,Fluid Analysis,2024-07-31,Observation_Code_2554,28295.07,28468.05,14593.69,257.3,16.0,Normal,Critical,,14593.69,No,0,Normal,"Predictores dentro de rangos normales, seguir monitoreando de cerca.",,No Fault Identified,2024-08-08 23:48:50,Reviewer_8,,84.27,1652.0,,,312.57,65.36,,0.0,0.0,6.0,6.0,16.0,4.67,2.77,20.0,14.475,,,,1.01,,,0.34,0.28,0.0,2.97,,0.0,0.0,,,,,,,,,
Component_ID_55,Asset_ID_43,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_64,Fluid Analysis,2024-07-31,Observation_Code_4203,23533.65,23533.65,23533.65,256.6,14.0,Normal,Warning,,23533.65,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-05 11:47:31,Reviewer_1,,102.94,1713.0,,,333.51,70.73,,0.0,0.0,4.0,5.0,14.0,3.56,3.17,19.0,15.133,,,,1.08,,,0.19,0.47,,3.73,,,0.0,,,,,,,,,
Component_ID_4,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_3,Fluid Analysis,2024-07-30,Observation_Code_327,74085.1,77603.1,10207.77,682.1,41.0,Normal,Critical,,10207.77,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-13 11:45:42,Reviewer_1,,74.07,1889.0,1817.0,1245.0,342.49,71.08,,0.0,0.23,18.0,6.0,16.0,5.41,4.23,20.0,14.72,,,,1.89,,,1.62,0.15,0.0,17.88,,,0.0,,,,,,,,,
Component_ID_3,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_4,Fluid Analysis,2024-07-30,Observation_Code_437,74085.1,75369.2,7074.87,682.1,41.0,Normal,Warning,,7074.87,No,0,Normal,Seguir Operando,Seguir Operando,No Fault Identified,2024-08-05 14:25:01,Reviewer_1,,77.58,1690.0,1595.0,1213.0,332.14,61.83,,0.0,0.0,10.0,5.0,15.0,3.65,4.44,19.0,14.852,,,,1.23,,,0.31,0.31,0.0,5.91,,,0.0,,,,,,,,,
Component_ID_49,Asset_ID_37,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_55,Fluid Analysis,2024-07-30,Observation_Code_3501,37847.6,37847.6,4865.59,203.8,13.0,Normal,Warning,,4865.59,No,0,Normal,Seguir Operando ,,No Fault Identified,2024-08-05 11:47:31,Reviewer_1,,96.19,1607.0,,,301.63,61.35,,0.0,0.0,5.0,4.0,14.0,4.3,3.77,19.0,15.188,,,,1.31,,,0.29,0.29,0.0,3.76,,,0.0,,,,,,,,,
